dataset,metric,lr,mlp,cpd,mba,tt,tr,rf
cleveland,test_weighted_f1,0.5324346899986268,0.4005334436893463,0.5336708307266236,0.4842658042907715,0.38258548378944396,0.5371834993362427,0.4841845780430056
conf_ad,test_weighted_f1,0.8088022470474243,0.8139164209365845,0.8139164209365845,0.8283608436584473,0.8099082231521606,0.8231129169464111,0.7980062822707253
connect_4,test_weighted_f1,0.7181102156639099,0.8390966296195984,0.7899087548255921,0.7891233086585998,0.5226666092872619,0.8392148733139038,0.7791998185469357
coronary,test_weighted_f1,0.7935550093650818,0.7935550093650818,0.7935550093650818,0.7935550093650818,0.7935550093650818,0.7935550093650818,0.8043228704165589
credit_approval,test_weighted_f1,0.7107648849487305,0.7295396566390991,0.8656131982803345,0.8648655772209167,0.3954145550727844,0.8726327538490295,0.8831898842533435
dmft,test_weighted_f1,0.22705181837081906,0.15963537544012066,0.22332200407981867,0.20823744535446162,0.10242155641317363,0.22250270247459408,0.23851935180046394
german_gss,test_weighted_f1,0.8669318199157715,0.8964893341064453,0.8916672468185425,0.9053167223930358,0.8968959212303161,0.908456563949585,0.882169051391944
hayesroth,test_weighted_f1,0.5970296680927276,0.5304717376828194,0.6840633988380432,0.7474635004997253,0.6429489016532898,0.7710535764694214,0.746529135070006
house_votes_84,test_weighted_f1,0.9063993096351624,0.9542302489280701,0.9311736345291137,0.9570125937461853,0.46833654046058654,0.9513731598854065,0.9542346133840821
krkopt,test_weighted_f1,0.38294236660003655,0.831849193572998,0.7494774341583252,0.7148892521858216,0.6852463603019714,0.7857505083084106,0.7846012961120392
led7,test_weighted_f1,0.7354358077049256,0.7370022058486938,0.736875569820404,0.7356003761291504,0.7297357082366943,0.7338786363601685,0.7400726124693721
mofn,test_weighted_f1,1.0,1.0,1.0,1.0,0.6825639486312867,1.0,0.9778676578870344
nursery,test_weighted_f1,0.9257368087768555,0.9998071551322937,0.9998071074485779,0.9998066902160645,0.16669481694698332,1.000000011920929,0.9855867876958904
parity5p5,test_weighted_f1,0.49723082184791567,0.7322294235229492,0.4349442183971405,0.5018768906593323,0.3333479583263397,0.4685962498188019,0.5172722866423966
phiusiil_phishing,test_weighted_f1,0.9991093754768372,0.9997747093439102,0.9999364018440247,0.9999310731887817,0.5619749650359154,0.9999098896980285,0.999989397712203
ppd,test_weighted_f1,0.6195311784744263,0.6127619624137879,0.5969804406166077,0.6195311784744263,0.6195311784744263,0.6043796539306641,0.5677263316393752
primary_tumor,test_weighted_f1,0.4900845646858215,0.4539071202278137,0.494083571434021,0.4853923857212067,0.12331260144710539,0.5022921025753021,0.47767351441248246
ptumor,test_weighted_f1,0.8431975483894348,0.8067910075187683,0.8058717012405395,0.85111163854599,0.6479134082794189,0.8345827102661133,0.8068580991979049
rt_iot2022,test_weighted_f1,0.9318082690238952,0.7070949673652649,0.9959516227245331,,0.9958292007446289,0.9956795692443847,0.998061736207579
secondary_mushroom,test_weighted_f1,0.8633631825447082,1.0,0.9997953295707702,1.0,0.3960756838321685,0.9999590635299682,0.9997339057452962
sensorless_drive,test_weighted_f1,0.82285475730896,0.9467100262641907,0.9836762905120849,0.9887162208557129,0.01515648253262038,0.9876506447792053,0.9983550719410742
sensory,test_weighted_f1,0.5741080164909362,0.552876329421997,0.5745353817939758,0.64361013174057,0.4326689064502715,0.6254467606544495,0.6800963017225559
shuttle,test_weighted_f1,0.9196479558944702,0.9961936354637146,0.997403085231781,0.9975087642669678,0.6917793989181519,0.9972648024559021,0.9996092968159559
skin_segmentation,test_weighted_f1,0.9204271733760834,0.9993016004562378,0.9903905868530274,0.9903700113296509,0.9902935028076172,0.9903646826744079,0.9994798604041699
three_of_nine,test_weighted_f1,0.8117052435874939,0.9534828901290894,0.8140827536582946,0.9241313934326172,0.37196254134178164,0.9170207381248474,0.9583760060478527
vehicle,test_weighted_f1,0.8136075139045715,0.8656998634338379,0.782655131816864,0.7925252556800843,0.6169330775737762,0.835988461971283,0.7850216450216451
xd6,test_weighted_f1,0.8100613117218017,1.0,0.9577493786811828,1.0,0.5360805869102478,1.0,1.0
AVERAGE,test_weighted_f1,0.7669112976520291,0.8138167859085145,0.8147986748526174,0.8192534726858139,0.5928909805152686,0.8322405682456109,0.824911757431216
